"shipname","captaina","yearam","fate","fate2","fate3","fate4","slamimp","vymrtrat"
"Betty","Edwards, Thomas","1724","1","1","14","1","190.0773"," "
"Betty","Bayly, Young","1723","1","1","14","1","131"," "
"Chester","Cory, Robert","1723","1","1","14","1","169"," "
"Colston","Rowe, Thomas","1723","1","1","14","1","172"," "
"Commerce","James, Henry","1724","1","1","14","1","231"," "
"Dursley","Harris, Rice","1724","1","1","14","1","190.0773"," "
"Greyhound","Hallden, Edward","1724","1","1","14","1","187"," "
"Houlton","Lilburne, George","1723","1","1","14","1","197"," "
"Joseph and Anna","Holland, William","1724","1","1","14","1","260"," "
"Mary Gally","Bird, Japhet","1724","1","1","14","1","190.0773"," "
"Nightingale","Creighton, James (a) Crichton","1724","1","1","14","1","190.0773"," "
"Norman Gally","Jeanes, Joseph","1723","1","1","14","1","230"," "
"Oldbury","George, John","1724","1","1","14","1","213"," "
"Pearl Gally","Hughes, Jenkin","1724","1","1","14","1","196"," "
"Peniel Gally","Barry, Thomas","1724","1","1","14","1","250"," "
"Robert","Arding, Richard (Jr)","1724","1","1","14","1","218"," "
"Saint Christopher Gally","Elston, Robert","1724","1","1","14","1","102"," "
"Susanna","Wilks, Thomas","1724","1","1","14","1","127"," "
"Tryall","Constan, John","1723","208"," "," "," ","190.1"," "
"Abington","Smith, John","1724","1","1","14","1","236.1312"," "
"America","Marshall, Thomas","1725","1","1","14","1","199"," "
"Anne","Biglow, Jabez","1725","1","1","14","1","77"," "
"Antelope","Eustace, James","1725","1","1","14","1","170"," "
"Betty","Bradshaw, John","1724","1","1","14","1","158"," "
"Betty","Lilburne, George","1724","1","1","14","1","131"," "
"Betty Gally","Edwards, Thomas","1724","1","1","14","1","190.0773"," "
"Chester","Maddox, John","1724","1","1","14","1","200"," "
"Colston","Rowe, Thomas","1724","1","1","14","1","190.0773"," "
"Commerce","James, Henry","1725","1","1","14","1","278"," "
"Cornwall","Rowles, Charles","1724","1","1","14","1","190.0773"," "
"Delight","Stockdale, Peregrine","1724","1"," ","14","1","190.0773"," "
"Dispatch Brigantine","Barry, William","1725","1","1","14","1","173"," "
"Dursley Gally","Harris, Rice","1725","1","1","14","1","190.0773"," "
"Elizabeth","Green, John","1724","1","1","14","1","175"," "
"Fame","Roberts, John","1724","1","1","14","1","127"," "
"Hector Gally","Edwards, Robert","1725","1","1","14","1","210"," "
"Illustrious Gally","Murphy, John","1725","1","1","14","1","201"," "
"Jason Gally","Plummer, John","1725","1","1","14","1","190.0773"," "
"Joseph and Anna","Holland, William","1725","1","1","14","1","230"," "
"King Amboe","Teat, John","1724","208"," "," "," ","190.1"," "
"Little Joseph","Barry, Thomas","1724","1","1","14","1","190.0773"," "
"Little Stephen","Little, Edward","1724","1","1","14","1","98"," "
"Mediterranian Gally","Dolman, Thomas","1724","1","1","14","1","190.0773"," "
"Nightingale","Creighton, James [a] Crichton","1724","1","1","14","1","183"," "
"Norman Gally","Lodge, Charles","1725","1","1","14","1","251"," "
"Oldbury","Pride, Chatmil","1725","1","1","14","1","123"," "
"Peniel Gally","Skinner, Thomas","1725","1","1","14","1","254"," "
"Rich Gally","Phipps, Benjamin","1724","1","1","14","1","351.26"," "
"Robert","Arding, Richard","1725","1","1","14","1","192"," "
"Saint Christopher","Rose, John","1724","208"," "," "," ","190.1"," "
"Sherley Gally","Kennedy, Thomas","1724","1","1","14","1","239"," "
"Success","Hall, John","1724","208"," "," "," ","190.1"," "
"Susanna","Wilks, Thomas","1725","1","1","14","1","83"," "
"Susanna Gally","Stratton, Joseph","1724","1","1","14","1","190.0773"," "
"Swift Gally","Dick, Matthew","1724","1","1","14","1","190.0773"," "
"Triton","Phipps, Benjamin","1724","93","2"," ","3"," "," "
"Two Brothers","Rowe, Peter","1724","11","1","3","3","27","0"
"Virgin Gally","Beckford, Posthumus","1724","1","1","14","1","190.0773"," "
"Abington","Smith, John","1726","4","1","1","2","217.1"," "
"America","Marshall, Thomas","1725","1","1","14","1","190.0773"," "
"Angola","Jeans, Joseph","1725","1","1","14","1","190.0773"," "
"Anne","Thomas, Abell","1726","1","1","14","1","156"," "
"Berkley Gally","Hale, John","1726","1","1","14","1","217.071"," "
"Betty Brigantine","Bradshaw, John","1726","1","1","14","1","144"," "
"Cape Benda","Turner, William","1726","1","1","14","1","269"," "
"Castle Gally","Frost, Joseph","1725","208"," "," "," ","190.1"," "
"Chester Gally","Webley, Henry","1726","1","1","14","1","145"," "
"Colston","Rowe, Thomas","1726","54","1","3","2","282.9"," "
"Commerce","James, Henry","1726","1","1","14","1","143"," "
"Cornwall Gally","Rowles, Charles","1725","1","1","14","1","190.0773"," "
"Cowslip","Perry, George","1726","1","1","14","1","217.071"," "
"Dispatch","Barry, William","1726","1","1","14","1","180"," "
"Dursley Gally","Harris, Rice","1726","4","1","1","2","217.1"," "
"Elizabeth","Green, John","1726","1","1","14","1","150"," "
"Fame","Roberts, John","1725","1","1","14","1","134"," "
"Freke Gally","Tate, John","1726","1","1","14","1","217.071"," "
"Greyhound Gally","Hallden, Edward","1725","1","1","14","1","190.0773"," "
"Happy","Ruddock, John","1726","1","1","14","1","154"," "
"Hector Gally","Phipps, Benjamin","1726","4","1","1","2","217.1"," "
"Houlton","Powell, Rice","1725","1","1","14","1","131"," "
"Indian Queen","Williams, William","1725","1","1","14","1","190.0773"," "
"Little Isaac","Webb, Samuel","1726","1","1","14","1","217.071"," "
"Jason Gally","Manship, Edward","1726","1","1","14","1","228"," "
"John and Betty","Davis, Timothy","1725","1","1","14","1","190.0773"," "
"Lark","Parker, Henry","1725","1","1","14","1","190.0773"," "
"Lenox Gally","Vance, James","1725","1","1","14","1","190.0773"," "
"Little Stephen","Haskins, William","1725","1","1","14","1","139"," "
"Loyal George","Tucker, Timothy","1725","1","1","14","1","190.0773"," "
"Malmsbury","Davis, Thomas","1726","1","1","14","1","155"," "
"Mary Gally","Maddox, John","1725","1","1","14","1","190.0773"," "
"Mediterranian Gally","Dolman, Thomas","1725","1","1","14","1","190.0773"," "
"Nightingale","Crichton, James","1725","1","1","14","1","190.0773"," "
"Norman Gally","Bartlett, John","1726","1","1","14","1","120"," "
"Oldbury","Beard, James","1726","1","1","14","1","152"," "
"Pearle Gally","Hughes, Jenkin","1726","1","1","14","1","217.071"," "
"Peniel","Skinner, Thomas","1726","1","1","14","1","217.071"," "
"Rich Gally","Hurrue, Thomas","1726","49","1","14","1","217.071"," "
"Robert","Arding, Richard","1725","1","1","14","1","190.0773"," "
"Samuel","Miller, Thomas","1726","49","1","14","1","217.071"," "
"Serelion","Frazier, Hugh","1725","1","1","14","1","190.0773"," "
"Sherley","Kennedy, William","1725","1","1","14","1","235"," "
"Speedwell","Clement, Henry","1726","1","1","14","1","196"," "
"Susanna","Wilks, Thomas","1726","1","1","14","1","131.3647"," "
"Thomas and Philip","Goodall, James","1725","1","1","14","1","190.0773"," "
"Tryton","Bayly, John","1725","1","1","14","1","190.0773"," "
"Virgin Gally","Beckford, Posthumous","1725","1","1","14","1","190.0773"," "
"Angola","Smith, Robert","1727","1","1","14","1","177"," "
"Antilope","Eustace, James","1727","1","1","14","1","190"," "
"Benedicta","Roberts, John","1727","1","1","14","1","108"," "
"Berkley","Hale, John","1727","1","1","14","1","217.071"," "
"Betty","Edwards, John","1726","1","1","14","1","236.1312"," "
"Cape Benda","Rooke, George","1727","1","1","14","1","240"," "
"Codrington","Watkins, George","1727","1","1","14","1","139","0.073333333"
"Commerce","Thomas, Abell","1727","1","1","14","1","232"," "
"Cornwall","Rall, James","1726","1","1","14","1","217.071"," "
"Delight","Stockdale, Peregrine","1726","54","1","3","2","217.1"," "
"Dispatch","Barry, William","1727","1","1","14","1","223"," "
"Fame","Roberts, John","1726","1","1","14","1","117"," "
"Greyhound Gally","Hallden, Edward","1726","1","1","14","1","329"," "
"Happy","Evans, George","1727","1","1","14","1","217"," "
"Henry Gally","Evans, Joseph","1727","1","1","14","1","217.071"," "
"Hetty","Jackson, Michael","1726","49","1","14","1","136"," "
"Illustrious Gally","Murphy, John","1726","1","1","14","1","189"," "
"Joseph and Anna","Holland, William","1727","49","1","14","1","111"," "
"Lark","Parker, Henry","1726","1","1","14","1","217.071"," "
"Little Joseph","Barry, Thomas","1726","1","1","14","1","217.071"," "
"Loyal George","Tucker, Timothy","1726","1","1","14","1","217.071"," "
"Mary Gally","Maddox, John","1726","1","1","14","1","217.071"," "
"Nightingale","Crichton, James","1726","54","1","3","2","217.1"," "
"Pearle","Hughes, Jenkin","1727","1","1","14","1","245"," "
"Redland","Bacon, Richard","1727","1","1","14","1","227"," "
"Sherley Gally","Kennedy, William","1727","1","1","14","1","219"," "
"Susanna","Stretton, Joseph","1727","1","1","14","1","202"," "
"Tunbridge Gally","Little, Edward","1727","1","1","14","1","217.071"," "
"America","Marshall, Thomas","1727","1","1","14","1","133"," "
"Berkley","Hale, John","1728","1","1","14","1","350"," "
"Betty","Kennedy, Thomas","1728","1","1","14","1","310"," "
"Bonny","Quirck, Joseph","1728","1","1","14","1","217.071"," "
"Bristol Hope","Woolves, Robert","1728","1","1","14","1","217.071"," "
"Cape Benda","Rooke, George","1727","1","1","14","1","217.071"," "
"Castle","Montgomery, David","1728","1","1","14","1","211"," "
"Dispatch","Barry, William","1728","1","1","14","1","244"," "
"Freke Gally","Bartlett, John","1727","1","1","14","1","217.071"," "
"Goldfinch","Harris, Rice","1727","1","1","14","1","233"," "
"Greyhound","Hallden, Edward","1727","1","1","14","1","330"," "
"Happy","Lewis, Joseph","1727","1","1","14","1","197"," "
"Henry","Rowles, Charles","1728","1","1","14","1","210"," "
"Hetty","Jackson, Michael","1727","49","1","14","1","131"," "
"Houlton","Powell, Rice","1728","1","1","14","1","221"," "
"Indian Queen","Williams, William","1728","1","1","14","1","332"," "
"Little Isaac","Webb, Samuel","1728","1","1","14","1","192"," "
"Jason","Manship, Edward","1728","1","1","14","1","300"," "
"Lark","Parker, Henry","1727","1","1","14","1","170"," "
"Little John","Barry, William","1727","1","1","14","1","217.071"," "
"Little Joseph","Carr, Alexander","1728","1","1","14","1","150"," "
"Loyal George","Tucker, Timothy","1728","1","1","14","1","217.071"," "
"Mary","Maddox, John","1728","1","1","14","1","360"," "
"Mediterranean","Dolman, Thomas","1727","1","1","14","1","217.071"," "
"Oldbury","Beard, James","1728","1","1","14","1","217"," "
"Peniel","Crichton, James","1727","1","1","14","1","217.071"," "
"Philippa","Barnett, Daniel","1728","97","1","1","2","168"," "
"Princess","Roach, Edward","1727","1","1","14","1","197"," "
"Recovery","Wilson, James","1728","1","1","14","1","202"," "
"Robert","King, Story","1728","1","1","14","1","220"," "
"Serelion","Wilks, Thomas","1728","1","1","14","1","158"," "
"Shepherd","Hodges, John","1728","1","1","14","1","295"," "
"Stratford","Jefferis, William","1727","1","1","14","1","217.071"," "
"Virgin","Frazer, Hugh","1728","1","1","14","1","217.071"," "
"America","Marshall, Thomas","1728","1","1","14","1","217.071"," "
"Antilope","Eustace, James","1728","1","1","14","1","307"," "
"Benedicta","Raymond, Arthur","1728","1","1","14","1","149.7256"," "
"Berkley Gally","Hale, John","1729","1","1","14","1","300"," "
"Bonny","Smith, Robert","1728","1","1","14","1","217.071"," "
"Cape Benda","Rooke, George","1728","208"," "," "," ","217.1"," "
"Castle","Montgomery, David","1729","92","1","14","1","268"," "
"Commerce","Thomas, Abell","1728","92","1","14","1","240"," "
"Content","Adlam, Charles","1729","1","1","14","1","320"," "
"Cornwall","Rowles, James","1729","1","1","14","1","330"," "
"Dispatch","Barry, William","1729","49","1","14","1","194"," "
"Duchess of Portland","Rogers, Owen","1729","1","1","14","1","385"," "
"Ferrett","Callahan, Michael","1729","15","1","4","3","217.1"," "
"Freke Gally","Bartlett, John","1729","1","1","14","1","360"," "
"Goldfinch","Harris, Rice","1728","1","1","14","1","280"," "
"Greyhound","Hallden, Edward","1728","1","1","14","1","217.071"," "
"Hayman","Lilburne, George","1728","1","1","14","1","333"," "
"Henry","Rowles, Charles","1729","1","1","14","1","220"," "
"Isaac","Webb, Samuel","1729","1","1","14","1","193"," "
"Jason","Manship, Edward","1729","4","1","1","2","365"," "
"Joseph and Anna","Cupples, Alexander","1729","1","1","14","1","196"," "
"Lark","Parker, Henry","1728","1","1","14","1","180"," "
"Lively Brigantine","Jackson, Michael","1729","1","1","14","1","240"," "
"Royal George","Tucker, Timothy","1729","1","1","14","1","220"," "
"Malmsbury","Smith, James","1728","1","1","14","1","217.071"," "
"Mediterranean","Dolman, Thomas","1728","1","1","14","1","303"," "
"Mercury","Pritchard, Joseph","1729","1","1","14","1","279"," "
"Oldbury","Beard, James","1729","1","1","14","1","303"," "
"Pearle","Hughes, Jenkin","1728","1","1","14","1","355"," "
"Peniell Gally","Crichton, James","1729","1","1","14","1","249"," "
"Princess","Roach, Edward","1729","3","5","1","2","209.2"," "
"Recovery","Wilson, John","1728","1","1","14","1","202"," "
"Recovery","Evans, John","1729","1","1","14","1","189"," "
"Roebuck","Bird, Japhet","1729","1","1","14","1","230"," "
"Robert","King, Story","1729","15","1","4","3","217.1"," "
"Ruby","Arding, Jonathan","1729","1","1","14","1","238"," "
"Serleon","Wilks, Thomas","1728","1","1","14","1","225"," "
"Sherley Gally","Kennedy, William","1729","1","1","14","1","194"," "
"Susanna","Rowe, Thomas","1728","1","1","14","1","244"," "
"Susannah","Allen, Christopher","1728","92","1","14","1","37"," "
"Tunbridge","Little, Edward","1729","1","1","14","1","300"," "
"Virgin","Frazer, Hugh","1729","1","1","14","1","274"," "
"William","Barry, Thomas","1729","208"," "," "," ","217.1"," "
"Ann","Stretton, Joseph","1730","1","1","14","1","236.1312"," "
"Antilope","Eustace, James","1730","1","1","14","1","209.1804"," "
"Aurora","Davis, Thomas","1729","1","1","14","1","270"," "
"Batchelors Delight","Bradshaw, John","1730","1","1","14","1","276"," "
"Benedicta","Raymond, Arthur","1730","1","1","14","1","185"," "
"Betty","Kennedy, Thomas","1730","1","1","14","1","320"," "
"Bonny","Smith, Robert","1730","1","1","14","1","230"," "
"Bridgett","Clark, William","1729","1","1","14","1","286"," "
"Cato","Marshall, Thomas","1730","1","1","14","1","350"," "
"Commerce","Thomas, Abell","1729","1","1","14","1","153"," "
"Concord","Moore, Samuel","1729","1","1","14","1","217.071"," "
"Content","Adlam, Charles","1730","1","1","14","1","266"," "
"Cornwall","Rowles, Daniel","1730","1","1","14","1","209.1804"," "
"Duchess of Portland","Bird, Japhet","1730","1","1","14","1","475"," "
"Eleonora","Lacey, Jacob","1729","1","1","14","1","209.1804"," "
"George","Bingley, Edward","1730","1","1","14","1","180"," "
"Goldfinch","Harris, Rice","1729","1","1","14","1","244"," "
"Greyhound","Hallden, Edward","1730","1","1","14","1","332"," "
"Happy","Hoskins, William","1730","1","1","14","1","67"," "
"Hayman","Stretton, Thomas","1729","1","1","14","1","440"," "
"Henry","Rowles, Samuel","1730","1","1","14","1","236.1312"," "
"Indian Queen","Williams, William","1729","1","1","14","1","270"," "
"Isaac","Webb, Samuel","1730","1","1","14","1","236.1312"," "
"Jamaica","Quircke, Thomas","1729","1","1","14","1","190"," "
"Jenny","Bryan, Edward","1730","1","1","14","1","217.071"," "
"John","Kennedy, William","1729","1","1","14","1","217.071"," "
"John and Betty","Clarke, Francis","1729","1","1","14","1","150","0.4"
"John and Sarah","Wilson, John","1729","1","1","14","1","329"," "
"Lark","Parker, Henry","1729","1","1","14","1","190"," "
"Levant","Oliver, William","1730","1","1","14","1","236.1312"," "
"Little Joseph","Bibbie, Robert","1729","1","1","14","1","118"," "
"Lively","Jackson, Michael","1730","1","1","14","1","197"," "
"Lyon","Bowen, Evan","1729","1","1","14","1","217.071"," "
"Mary","Maddox, John","1729","1","1","14","1","360"," "
"Nancy","Alleyn, Christopher","1729","1","1","14","1","217.071"," "
"Nightingale","Haskins, Richard","1729","1","1","14","1","217.071"," "
"Oldbury","Beard, James","1730","1","1","14","1","254"," "
"Pearl","Hughes, Jenkin","1730","1","1","14","1","335"," "
"Peniell","Crichton, James","1730","1","1","14","1","280"," "
"Phoenix","Arthur, David","1730","1","1","14","1","236.1312"," "
"Recovery","Wilks, Thomas","1730","1","1","14","1","233"," "
"Roebuck","Haig, Joseph","1730","1","1","14","1","233"," "
"Sierra Leone","Jenkins, Parnam","1730","1","1","14","1","175"," "
"Shepherd","Smith, John","1729","1","1","14","1","350","0.002849003"
"Susanah","Newth, James","1729","1","1","14","1","119"," "
"Susanna","Rowe, Thomas","1729","1","1","14","1","269"," "
"Union","Dolman, Thomas","1730","1","1","14","1","209.1804"," "
"Portobell Merchant","Benn, Robert","1713","49","1","14","1","250"," "
"Africa","Smith, Richard","1730","1","1","14","1","107.9637"," "
"Amoretta","Alexander, William","1730","1","1","14","1","204"," "
"Ann","Stretton, Joseph","1731","1","1","14","1","196.964"," "
"Antelope","Eustace, James","1731","3","5","1","2","217.1"," "
"Aurora Gally","Davis, Thomas","1730","1","1","14","1","370"," "
